record_id,scenario_id,period,facility_id,case_type,chemistry,pack_mass_kg,demand_packs,demand_kg,production_packs,regular_capacity_packs,overtime_capacity_packs,service_gap_packs,eol_returns_packs,eol_returns_kg,collection_rate,grade_A_share,grade_B_share,grade_C_share,soh,cycles,damage_index,temperature_c,recovery_quality_score,quality_grade,pathway,recycle_yield,reman_yield,second_life_share,reman_eligible_share,expected_recovered_kg,recycled_content_share,material_price_index,transport_distance_km,facility_available,facility_uptime,energy_kwh_per_pack,grid_kgco2e_per_kwh,scrap_rate,safety_stock_packs,imputation_required,data_quality_state
OBS-03699-SCN-04-070-P09,SCN-04-070,9,PLANT-01,scrap_spike,LFP,385.323,2943.006,1134009.254,2968.818,3469.17,365.23,0.0,636.046,245083.587,0.827978,0.501186,0.233388,0.265426,0.862677,628.976,0.155261,19.233,0.649301,A,second_life,0.905764,0.835646,0.164796,0.356803,153511.23,0.367259,1.139059,649.475,1,0.984668,341.644,0.373585,0.088756,174.649,0,COMPLETE
OBS-03700-SCN-04-070-P10,SCN-04-070,10,PLANT-01,scrap_spike,LFP,385.323,3067.798,1182094.301,3092.199,3535.182,491.239,0.0,363.904,140220.698,0.919712,0.477775,0.236956,0.285269,0.707144,930.968,0.014005,28.512,0.611885,B,disposal,0.932874,0.859594,0.156986,0.31938,101419.438,0.395528,0.910201,589.082,1,0.990629,333.256,0.260437,0.092856,272.638,0,COMPLETE
OBS-03701-SCN-04-071-P01,SCN-04-071,1,PLANT-03,scrap_spike,LFP,394.668,2477.453,977771.325,2466.8,2739.049,396.942,0.0,265.278,104696.702,0.88732,0.481653,0.185796,0.332551,0.798696,756.752,0.232261,35.909,0.550849,B,remanufacture,0.893492,0.835799,0.159176,0.280732,69792.579,0.231971,1.018604,359.192,1,0.971548,337.802,0.325049,0.093803,284.788,0,COMPLETE
OBS-03702-SCN-04-071-P02,SCN-04-071,2,PLANT-03,scrap_spike,LFP,394.668,2862.865,1129881.188,2840.775,3062.052,549.612,0.0,469.72,185383.576,0.898965,0.412683,0.279957,0.30736,0.867562,1202.474,0.350737,29.576,0.562563,B,remanufacture,0.85714,0.836986,0.157544,0.339909,120340.728,0.307328,1.081169,505.444,1,0.979103,327.747,0.30307,0.091299,241.343,0,COMPLETE
OBS-03703-SCN-04-071-P03,SCN-04-071,3,PLANT-03,scrap_spike,LFP,394.668,2926.921,1155162.185,2968.3,3322.966,554.816,0.0,670.964,264808.118,0.833379,0.49604,0.191276,0.312684,0.785439,1180.11,0.156087,31.892,0.589917,B,recycle,0.899063,0.85049,0.169506,0.300779,164778.336,0.283373,0.939693,610.243,1,0.980608,352.383,0.383762,0.096,198.118,0,COMPLETE
OBS-03704-SCN-04-071-P04,SCN-04-071,4,PLANT-03,scrap_spike,LFP,394.668,2813.663,1110462.874,2809.144,3342.196,543.448,0.0,327.377,129205.33,0.93327,0.470004,0.212737,0.31726,0.924287,684.159,0.407584,19.017,0.571898,B,remanufacture,0.843882,0.78075,0.168574,0.309048,84604.454,0.322017,0.899699,219.153,1,0.991472,263.137,0.312405,0.103669,275.067,0,COMPLETE
OBS-03705-SCN-04-071-P05,SCN-04-071,5,PLANT-03,scrap_spike,LFP,394.668,2590.911,1022549.609,2598.89,2908.469,444.212,0.0,568.395,224327.404,0.848371,0.487255,0.219404,0.293341,0.818641,795.389,0.324431,20.459,0.54007,B,recycle,0.858318,0.797328,0.18134,0.312877,133727.107,0.260515,0.995881,381.063,1,0.98726,359.827,0.467647,0.095446,299.17,0,COMPLETE
OBS-03706-SCN-04-071-P06,SCN-04-071,6,PLANT-03,scrap_spike,LFP,394.668,2434.462,960804.242,2430.446,2654.484,380.419,0.0,444.069,175259.752,0.863089,0.472258,0.247868,0.279873,0.795553,761.334,0.227407,30.129,0.568255,B,remanufacture,0.868504,0.803145,0.171377,0.333881,108859.572,0.363596,1.218752,563.103,1,0.984402,298.703,0.495867,0.094209,242.154,0,COMPLETE
OBS-03707-SCN-04-071-P07,SCN-04-071,7,PLANT-03,scrap_spike,LFP,394.668,2415.125,953172.544,2403.037,2744.136,373.119,0.0,571.499,225552.425,0.938646,0.461364,0.224361,0.314275,0.783048,747.447,0.298667,26.332,0.536439,B,remanufacture,0.84258,0.806118,0.16188,0.30008,149508.667,0.052713,0.863167,796.115,1,0.989109,344.496,0.378434,0.088897,281.315,0,COMPLETE
OBS-03708-SCN-04-071-P08,SCN-04-071,8,PLANT-03,scrap_spike,LFP,394.668,2142.42,845544.619,2137.411,2550.138,373.455,0.0,233.003,91958.995,0.858061,0.437756,0.239374,0.32287,0.650433,1060.022,0.039317,28.624,0.558567,B,remanufacture,0.914479,0.836537,0.15647,0.301877,60867.624,0.273145,0.945913,139.962,1,0.97945,334.986,0.457881,0.089625,112.491,0,COMPLETE
OBS-03709-SCN-04-071-P09,SCN-04-071,9,PLANT-03,scrap_spike,LFP,394.668,1919.305,757488.359,1956.089,2075.718,257.824,0.0,380.391,150127.954,0.923198,0.486604,0.214065,0.299331,0.882547,803.831,0.237999,32.87,0.617583,B,remanufacture,0.917066,0.84452,0.158731,0.306949,106928.039,0.350619,0.883043,481.478,1,0.980386,373.737,0.239148,0.087407,220.918,0,COMPLETE
OBS-03710-SCN-04-071-P10,SCN-04-071,10,PLANT-03,scrap_spike,LFP,394.668,2372.819,936475.768,2379.978,2644.315,207.87,0.0,296.447,116998.159,0.877348,0.45295,0.21162,0.33543,0.703997,175.129,0.127642,27.848,0.557065,B,disposal,0.897159,0.832565,0.173889,0.323135,76077.921,0.332667,0.849734,498.644,1,0.980465,314.877,0.429967,0.098012,97.333,0,COMPLETE
OBS-03711-SCN-04-072-P01,SCN-04-072,1,PLANT-02,scrap_spike,NMC111,428.398,3119.907,1336561.484,3118.434,3716.209,616.447,0.0,566.995,242899.552,0.871082,0.517934,0.204945,0.277121,0.752695,160.795,0.077272,27.255,0.618087,B,remanufacture,0.857506,0.843211,0.187215,0.325845,147468.284,0.149292,1.019061,378.841,1,0.994021,317.018,0.415203,0.089996,279.139,0,COMPLETE
OBS-03712-SCN-04-072-P02,SCN-04-072,2,PLANT-02,scrap_spike,NMC111,428.398,3214.737,1377186.652,3185.612,3538.436,582.452,0.0,792.468,339491.673,0.921472,0.48121,0.246078,0.272712,0.840869,1145.108,0.052139,14.81,0.669828,A,remanufacture,0.90418,0.826838,0.15685,0.345074,238490.548,0.366628,1.147938,441.694,1,0.980526,313.797,0.477207,0.087301,337.042,0,COMPLETE
OBS-03713-SCN-04-072-P03,SCN-04-072,3,PLANT-02,scrap_spike,NMC111,428.398,3587.112,1536711.394,3570.792,4292.782,382.266,0.0,632.688,271042.323,0.866707,0.492364,0.190862,0.316774,0.712853,1219.232,0.224335,29.366,0.512474,B,recycle,0.880979,0.813804,0.151641,0.31324,175571.671,0.255628,1.097088,754.978,1,0.977019,331.844,0.497812,0.09232,308.004,0,COMPLETE
OBS-03714-SCN-04-072-P04,SCN-04-072,4,PLANT-02,scrap_spike,NMC111,428.398,3213.664,1376726.77,3234.066,3836.543,609.883,0.0,544.633,233319.435,0.910212,0.4494,0.279441,0.271159,0.671211,1028.133,0.077094,25.145,0.565833,B,remanufacture,0.92617,0.833081,0.139332,0.278819,169285.661,0.153186,1.073904,479.866,1,0.976126,301.766,0.442349,0.089614,302.392,0,COMPLETE
OBS-03715-SCN-04-072-P05,SCN-04-072,5,PLANT-02,scrap_spike,NMC111,428.398,3412.053,1461716.429,3449.246,4006.98,433.064,0.0,669.525,286823.011,0.935964,0.483376,0.181855,0.334769,0.791297,50.0,0.375439,23.608,0.505346,B,recycle,0.842071,0.834102,0.17295,0.30728,186961.945,0.321745,0.864447,614.517,1,0.974902,386.706,0.220566,0.098431,178.34,0,COMPLETE
OBS-03716-SCN-04-072-P06,SCN-04-072,6,PLANT-02,scrap_spike,NMC111,428.398,2816.282,1206489.323,2865.919,3361.437,347.511,0.0,662.314,283733.971,0.900929,0.528766,0.196394,0.274839,0.790854,934.929,0.154595,26.629,0.610321,B,remanufacture,0.890619,0.816594,0.160061,0.317196,191223.752,0.341331,1.0437,577.896,1,0.995688,325.188,0.155815,0.092075,291.918,0,COMPLETE
OBS-03717-SCN-04-072-P07,SCN-04-072,7,PLANT-02,scrap_spike,NMC111,428.398,2936.677,1258066.116,2896.506,3300.379,467.175,0.0,610.145,261384.912,0.940599,0.4961,0.177074,0.326826,0.707306,547.871,0.245008,23.369,0.506763,B,remanufacture,0.862753,0.804694,0.162385,0.306742,177670.743,0.266233,0.951392,343.141,1,0.984212,396.411,0.472384,0.097355,341.75,0,COMPLETE
OBS-03718-SCN-04-072-P08,SCN-04-072,8,PLANT-02,scrap_spike,NMC111,428.398,2847.272,1219765.143,2828.273,3050.881,380.032,0.0,744.809,319074.693,0.820701,0.445101,0.252837,0.302061,0.651422,1362.289,0.064154,29.008,0.546206,B,remanufacture,0.920469,0.786707,0.147777,0.318265,205418.593,0.176211,0.952253,158.53,1,0.988226,326.788,0.393547,0.093075,192.532,0,COMPLETE
OBS-03719-SCN-04-072-P09,SCN-04-072,9,PLANT-02,scrap_spike,NMC111,428.398,2811.921,1204621.228,2830.998,3082.754,463.02,0.0,613.333,262750.589,0.82051,0.546791,0.152116,0.301093,0.858406,839.504,0.209608,26.782,0.632093,A,recycle,0.894828,0.832907,0.181359,0.296088,157928.521,0.131291,0.89824,775.71,1,0.976177,310.755,0.303872,0.099327,230.415,0,COMPLETE
OBS-03720-SCN-04-072-P10,SCN-04-072,10,PLANT-02,scrap_spike,NMC111,428.398,2823.721,1209676.067,2865.173,3212.182,532.811,0.0,758.693,325022.492,0.873719,0.489941,0.272721,0.237338,0.901722,434.268,0.074561,33.54,0.707831,A,second_life,0.927281,0.857318,0.164634,0.338656,219975.077,0.373093,0.945055,124.401,1,0.99263,352.266,0.564601,0.091418,165.718,0,COMPLETE
OBS-03721-SCN-04-073-P01,SCN-04-073,1,PLANT-08,scrap_spike,NMC811,409.993,2828.801,1159789.915,2816.373,3211.303,266.302,0.0,461.951,189397.014,0.833211,0.491046,0.234023,0.27493,0.778611,496.106,0.04937,21.294,0.645785,A,recycle,0.893185,0.863291,0.17173,0.357178,116745.858,0.389442,1.006369,451.793,1,0.983752,371.739,0.323197,0.098981,208.761,0,COMPLETE
OBS-03722-SCN-04-073-P02,SCN-04-073,2,PLANT-08,scrap_spike,NMC811,409.993,2995.26,1228036.928,3012.405,3557.904,559.762,0.0,312.986,128322.176,0.838832,0.452186,0.243725,0.304089,0.640383,1079.59,0.198651,12.799,0.44912,B,recycle,0.848112,0.781547,0.151525,0.313546,77458.413,0.338171,1.000061,394.933,1,0.975931,287.326,0.19541,0.08403,301.63,0,COMPLETE
OBS-03723-SCN-04-073-P03,SCN-04-073,3,PLANT-08,scrap_spike,NMC811,409.993,3153.42,1292881.205,3126.048,3406.572,553.613,0.0,331.188,135784.864,0.919211,0.510045,0.23091,0.259045,0.797594,891.735,0.067034,18.919,0.643848,A,second_life,0.903942,0.841811,0.160758,0.311808,94687.929,0.335272,0.914058,192.354,1,0.977433,277.608,0.528044,0.098132,269.794,0,COMPLETE
OBS-03724-SCN-04-073-P04,SCN-04-073,4,PLANT-08,scrap_spike,NMC811,409.993,3153.017,1292715.977,3126.937,3427.028,347.273,0.0,804.76,329946.24,0.940906,0.438846,0.265167,0.295987,0.699492,944.526,0.166836,31.467,0.524153,B,remanufacture,0.914933,0.805,0.136209,0.299814,245350.504,0.245813,0.973432,233.63,1,0.985204,286.82,0.433754,0.089558,171.892,0,COMPLETE
OBS-03725-SCN-04-073-P05,SCN-04-073,5,PLANT-08,scrap_spike,NMC811,409.993,3226.024,1322648.662,3244.148,3852.21,321.265,0.0,428.67,175751.919,0.890007,0.464238,0.215822,0.319939,0.736377,1022.363,0.244942,31.023,0.514552,B,remanufacture,0.903272,0.800177,0.15001,0.264833,120095.212,0.351664,0.895379,351.453,1,0.98681,294.341,0.351075,0.100552,331.076,0,COMPLETE
OBS-03726-SCN-04-073-P06,SCN-04-073,6,PLANT-08,scrap_spike,NMC811,409.993,2791.585,1144531.567,2800.872,3208.123,227.402,0.0,624.887,256199.644,0.829787,0.38901,0.29955,0.31144,0.663381,1696.163,0.40369,22.234,0.395566,C,recycle,0.829421,0.778783,0.108962,0.279778,157114.557,0.398739,1.013594,558.289,1,0.981013,306.678,0.339368,0.096154,191.316,0,COMPLETE
OBS-03727-SCN-04-073-P07,SCN-04-073,7,PLANT-08,scrap_spike,NMC811,409.993,2709.483,1110869.975,2731.307,3162.498,234.192,0.0,738.05,302595.824,0.843445,0.484896,0.228835,0.28627,0.770358,946.143,0.214368,15.318,0.542716,B,remanufacture,0.903265,0.826824,0.174677,0.31425,190264.95,0.289331,1.028808,853.867,1,0.976634,349.437,0.577359,0.094947,247.853,0,COMPLETE
OBS-03728-SCN-04-073-P08,SCN-04-073,8,PLANT-08,scrap_spike,NMC811,409.993,2235.687,916616.974,2251.613,2415.088,194.259,0.0,429.069,175915.657,0.823498,0.457052,0.264267,0.278681,0.805999,972.625,0.357199,11.965,0.489759,B,disposal,0.880463,0.805204,0.146559,0.309381,108855.771,0.216123,1.008422,343.342,1,0.988026,289.419,0.334355,0.094307,138.451,0,COMPLETE
OBS-03729-SCN-04-073-P09,SCN-04-073,9,PLANT-08,scrap_spike,NMC811,409.993,2360.395,967746.551,2354.13,2665.133,318.885,0.0,647.264,265373.837,0.872146,0.395175,0.306841,0.297984,0.742279,557.597,0.279561,21.676,0.510279,B,remanufacture,0.862236,0.78057,0.136968,0.30639,172226.574,0.2585,1.111612,214.688,1,0.972457,361.76,0.293125,0.098342,271.722,0,COMPLETE
OBS-03730-SCN-04-073-P10,SCN-04-073,10,PLANT-08,scrap_spike,NMC811,409.993,2785.501,1142036.9,2747.242,3058.895,522.16,0.0,306.356,125604.138,0.858658,0.40815,0.272739,0.31911,0.674411,1170.248,0.180677,15.053,0.48901,B,recycle,0.892317,0.81593,0.139165,0.278943,82844.422,0.244519,1.086798,424.309,1,0.981636,287.266,0.427731,0.087482,262.095,0,COMPLETE
OBS-03731-SCN-04-074-P01,SCN-04-074,1,PLANT-01,scrap_spike,NCA,396.902,2156.829,856048.989,2129.641,2452.031,306.346,0.0,268.651,106627.979,0.83005,0.533489,0.198595,0.267916,0.881088,1288.094,0.271839,41.802,0.573495,B,recycle,0.876894,0.792835,0.159392,0.314303,65240.244,0.308412,1.055798,508.469,1,0.983165,349.103,0.367672,0.100131,190.212,0,COMPLETE
OBS-03732-SCN-04-074-P02,SCN-04-074,2,PLANT-01,scrap_spike,NCA,396.902,2418.291,959823.486,2417.249,2653.846,317.431,0.0,278.866,110682.443,0.89064,0.500021,0.269809,0.230171,0.794218,1086.004,0.133906,24.306,0.62548,A,disposal,0.86446,0.84536,0.168666,0.332843,70843.645,0.258144,1.079013,454.18,1,0.978781,333.57,0.460607,0.099631,148.098,0,COMPLETE
OBS-03733-SCN-04-074-P03,SCN-04-074,3,PLANT-01,scrap_spike,NCA,396.902,2607.294,1034839.297,2597.462,2871.023,320.86,0.0,558.63,221721.346,0.861035,0.445057,0.226978,0.327965,0.701505,1153.52,0.148555,32.455,0.531411,B,disposal,0.866049,0.810347,0.170674,0.311938,137118.635,0.327375,0.934142,535.694,1,0.984868,280.849,0.409509,0.099555,144.874,0,COMPLETE
OBS-03734-SCN-04-074-P04,SCN-04-074,4,PLANT-01,scrap_spike,NCA,396.902,2494.952,990250.341,2482.26,2879.215,466.698,0.0,278.277,110448.457,0.927476,0.515748,0.198406,0.285846,0.768169,905.75,0.151272,22.74,0.593691,B,remanufacture,0.882511,0.811597,0.185056,0.305456,73673.246,0.166692,0.964657,403.305,1,0.980747,377.548,0.464897,0.095511,182.496,0,COMPLETE
OBS-03735-SCN-04-074-P05,SCN-04-074,5,PLANT-01,scrap_spike,NCA,396.902,2200.291,873299.273,2216.869,2348.935,250.781,0.0,249.355,98969.364,0.902,0.534131,0.207223,0.258646,0.853029,432.073,0.064295,31.837,0.682808,A,second_life,0.888477,0.842846,0.186859,0.31198,64494.03,0.491032,0.973799,528.714,1,0.985619,297.572,0.418065,0.097174,95.346,0,COMPLETE
OBS-03736-SCN-04-074-P06,SCN-04-074,6,PLANT-01,scrap_spike,NCA,396.902,2186.119,867674.052,2198.571,2382.766,372.681,0.0,449.751,178506.838,0.847187,0.503154,0.175704,0.321141,0.760878,1034.049,0.247084,25.133,0.548833,B,remanufacture,0.866999,0.807117,0.171727,0.285853,108599.138,0.409856,1.090335,576.262,1,0.980466,284.976,0.258954,0.084667,230.391,0,COMPLETE
OBS-03737-SCN-04-074-P07,SCN-04-074,7,PLANT-01,scrap_spike,NCA,396.902,1976.429,784448.059,1985.416,2133.266,254.334,0.0,253.351,100555.419,0.825543,0.450805,0.257596,0.291599,0.718941,912.731,0.172994,32.069,0.533394,B,remanufacture,0.870228,0.828015,0.161429,0.317149,60578.507,0.286482,1.115377,348.522,1,0.971311,334.917,0.450959,0.091934,140.482,0,COMPLETE
OBS-03738-SCN-04-074-P08,SCN-04-074,8,PLANT-01,scrap_spike,NCA,396.902,1768.294,701838.602,1777.932,2061.358,173.669,0.0,195.685,77667.604,0.914322,0.459409,0.199363,0.341228,0.742076,891.64,0.23214,32.786,0.519509,B,recycle,0.887556,0.789067,0.155367,0.280852,53235.688,0.167677,0.879985,354.99,1,0.994153,313.095,0.507173,0.094469,205.816,0,COMPLETE
OBS-03739-SCN-04-074-P09,SCN-04-074,9,PLANT-01,scrap_spike,NCA,396.902,1888.471,749537.212,1865.539,2008.791,262.417,0.0,353.195,140183.63,0.868783,0.460615,0.257225,0.28216,0.70767,934.745,0.165675,25.375,0.548875,B,recycle,0.883119,0.833708,0.139298,0.319976,92572.151,0.188714,1.151984,564.832,1,0.993744,350.951,0.319765,0.09009,213.501,0,COMPLETE
OBS-03740-SCN-04-074-P10,SCN-04-074,10,PLANT-01,scrap_spike,NCA,396.902,2132.306,846315.905,2104.831,2314.901,335.741,0.0,372.897,148003.435,0.892188,0.44149,0.305771,0.252739,0.817133,1050.223,0.259861,35.609,0.551775,B,remanufacture,0.898339,0.801096,0.174419,0.31525,97932.781,0.415067,0.958092,706.609,1,0.998799,331.866,0.186216,0.077353,110.954,0,COMPLETE
OBS-03741-SCN-04-075-P01,SCN-04-075,1,PLANT-08,scrap_spike,NMC811,404.605,3770.986,1525761.362,3785.467,4444.143,671.788,0.0,1028.486,416131.015,0.935908,0.440858,0.234071,0.32507,0.761032,675.995,0.391575,27.792,0.471611,B,remanufacture,0.842926,0.781248,0.143434,0.274939,281198.73,0.257805,0.962741,379.81,1,0.978994,380.039,0.596899,0.089089,280.603,0,COMPLETE
OBS-03742-SCN-04-075-P02,SCN-04-075,2,PLANT-08,scrap_spike,NMC811,404.605,4182.861,1692408.31,4205.456,4910.463,339.307,0.0,495.537,200497.059,0.866431,0.532617,0.213907,0.253476,0.904051,826.32,0.06831,9.901,0.69283,A,disposal,0.887697,0.862739,0.161991,0.292288,129227.804,0.05676,1.245658,233.452,1,0.972201,305.902,0.472235,0.091655,459.403,0,COMPLETE
OBS-03743-SCN-04-075-P03,SCN-04-075,3,PLANT-08,scrap_spike,NMC811,404.605,4095.099,1656899.566,4069.299,4476.399,403.863,0.0,944.783,382264.183,0.845394,0.439927,0.268908,0.291165,0.729198,912.621,0.18402,32.599,0.533895,B,remanufacture,0.880475,0.808864,0.150492,0.297305,241717.189,0.327986,1.15775,278.642,1,0.979659,322.02,0.225789,0.09524,407.023,0,COMPLETE
OBS-03744-SCN-04-075-P04,SCN-04-075,4,PLANT-08,scrap_spike,NMC811,404.605,4100.835,1659220.041,4082.848,4479.534,500.662,0.0,831.062,336252.094,0.930223,0.525689,0.233962,0.240348,0.80249,955.478,0.053195,23.851,0.668812,A,disposal,0.904572,0.836406,0.186733,0.279827,230106.105,0.256873,0.903362,682.265,1,0.980036,342.38,0.465535,0.094782,279.115,0,COMPLETE
OBS-03745-SCN-04-075-P05,SCN-04-075,5,PLANT-08,scrap_spike,NMC811,404.605,4072.92,1647925.782,4057.847,4523.992,678.5,0.0,953.48,385783.386,0.865328,0.420194,0.242762,0.337043,0.797071,768.045,0.464368,25.429,0.469707,B,remanufacture,0.891272,0.788515,0.13264,0.325368,258067.942,0.394014,0.884736,752.888,1,0.991955,324.833,0.310575,0.089031,265.27,0,COMPLETE
OBS-03746-SCN-04-075-P06,SCN-04-075,6,PLANT-08,scrap_spike,NMC811,404.605,3577.473,1447465.183,3612.553,4089.618,676.755,0.0,452.318,183010.169,0.93804,0.491726,0.237582,0.270692,0.786469,1208.051,0.095427,32.179,0.618917,B,remanufacture,0.929063,0.835547,0.144359,0.313822,136468.933,0.268333,1.131891,371.01,1,0.979499,358.868,0.377833,0.091288,160.899,0,COMPLETE
OBS-03747-SCN-04-075-P07,SCN-04-075,7,PLANT-08,scrap_spike,NMC811,404.605,3468.838,1403510.622,3451.928,3995.036,640.783,0.0,885.912,358444.979,0.855586,0.432762,0.252418,0.31482,0.691657,368.799,0.322326,19.066,0.445474,B,remanufacture,0.880431,0.776493,0.150917,0.304941,229261.623,0.39474,0.899255,700.369,1,0.986036,347.661,0.337967,0.089808,279.686,0,COMPLETE
OBS-03748-SCN-04-075-P08,SCN-04-075,8,PLANT-08,scrap_spike,NMC811,404.605,3018.095,1221137.57,2987.305,3397.608,532.284,0.0,310.392,125586.486,0.856683,0.570319,0.220977,0.208704,0.891534,814.455,0.033072,26.918,0.740276,A,second_life,0.912795,0.853742,0.170078,0.347613,81502.91,0.332967,1.117544,421.724,1,0.980599,379.266,0.364095,0.099001,326.655,0,COMPLETE
OBS-03749-SCN-04-075-P09,SCN-04-075,9,PLANT-08,scrap_spike,NMC811,404.605,3379.452,1367344.763,3388.209,3763.786,394.159,0.0,518.399,209747.024,0.82465,0.513458,0.22278,0.263762,0.840852,938.828,0.249477,34.596,0.576878,B,remanufacture,0.870425,0.846246,0.173632,0.321322,124414.269,0.382738,1.185444,359.409,1,0.977077,315.466,0.399713,0.085775,327.504,0,COMPLETE
OBS-03750-SCN-04-075-P10,SCN-04-075,10,PLANT-08,scrap_spike,NMC811,404.605,3305.85,1337565.021,3294.536,3632.864,353.208,0.0,828.746,335314.999,0.944285,0.416769,0.302825,0.280406,0.749894,976.965,0.260154,19.138,0.517465,B,remanufacture,0.874403,0.807655,0.120089,0.322634,243616.258,0.300539,0.890388,868.188,1,0.980952,315.439,0.433081,0.089932,191.912,0,COMPLETE
OBS-03751-SCN-04-076-P01,SCN-04-076,1,PLANT-04,scrap_spike,LMO,395.254,2599.217,1027351.409,2650.339,2903.534,292.913,0.0,450.751,178161.388,0.881291,0.520755,0.215366,0.26388,0.765379,975.769,0.048571,33.889,0.621091,A,second_life,0.912568,0.855197,0.153015,0.311235,121359.507,0.234336,0.925327,236.351,1,0.980923,425.02,0.29703,0.09103,197.149,0,COMPLETE
OBS-03752-SCN-04-076-P02,SCN-04-076,2,PLANT-04,scrap_spike,LMO,395.254,2829.522,1118380.458,2788.355,3316.962,266.454,0.0,612.391,242050.143,0.859671,0.525725,0.225241,0.249034,0.92076,1174.918,0.269186,29.425,0.640462,A,remanufacture,0.870228,0.817423,0.165686,0.347978,151077.529,0.299031,1.08333,463.115,1,0.979917,344.213,0.417958,0.101846,295.692,0,COMPLETE
OBS-03753-SCN-04-076-P03,SCN-04-076,3,PLANT-04,scrap_spike,LMO,395.254,2985.602,1180071.804,3029.27,3246.991,481.048,0.0,336.395,132961.716,0.946397,0.394958,0.339683,0.265359,0.858104,1065.036,0.392224,29.173,0.537048,B,remanufacture,0.838454,0.812379,0.137354,0.278065,91014.685,0.404673,0.905169,543.29,1,0.997361,321.314,0.48409,0.095971,129.875,0,COMPLETE
OBS-03754-SCN-04-076-P04,SCN-04-076,4,PLANT-04,scrap_spike,LMO,395.254,2835.838,1120876.703,2798.12,3190.125,303.746,0.0,648.807,256443.495,0.830604,0.5343,0.282493,0.183207,0.885012,1084.399,0.12627,20.642,0.683526,A,remanufacture,0.892609,0.833549,0.16346,0.355798,159049.973,0.177722,1.096536,368.475,1,0.986716,313.537,0.354128,0.091097,163.435,0,COMPLETE
OBS-03755-SCN-04-076-P05,SCN-04-076,5,PLANT-04,scrap_spike,LMO,395.254,2705.982,1069550.564,2690.419,2966.911,352.882,0.0,655.632,259141.375,0.928263,0.527654,0.15425,0.318096,0.818099,858.472,0.065437,34.372,0.649506,A,remanufacture,0.911912,0.869806,0.179061,0.336688,180082.604,0.350438,1.000896,596.306,1,0.986883,351.992,0.393872,0.086693,240.865,0,COMPLETE
OBS-03756-SCN-04-076-P06,SCN-04-076,6,PLANT-04,scrap_spike,LMO,395.254,2485.401,982365.12,2468.355,2709.678,455.863,0.0,642.045,253771.091,0.864622,0.473992,0.224883,0.301125,0.631564,743.626,0.07018,23.29,0.53591,B,recycle,0.897123,0.839169,0.169885,0.295142,163402.437,0.281944,1.061407,222.346,1,0.992158,302.687,0.35266,0.096484,161.408,0,COMPLETE
OBS-03757-SCN-04-076-P07,SCN-04-076,7,PLANT-04,scrap_spike,LMO,395.254,2169.326,857435.371,2186.892,2587.327,361.567,0.0,447.507,176879.146,0.8327,0.437568,0.264068,0.298364,0.728555,435.32,0.311728,24.699,0.494027,B,recycle,0.883519,0.818159,0.141706,0.285893,111690.651,0.238714,0.981364,398.2,1,0.988772,290.708,0.517401,0.091071,232.701,0,COMPLETE
OBS-03758-SCN-04-076-P08,SCN-04-076,8,PLANT-04,scrap_spike,LMO,395.254,2104.377,831763.679,2108.23,2517.538,364.229,0.0,234.135,92542.856,0.890041,0.413188,0.279907,0.306904,0.830399,1059.227,0.344563,33.541,0.526875,B,remanufacture,0.895901,0.815877,0.148919,0.342816,62803.484,0.364883,1.049018,954.876,1,0.983903,369.238,0.416611,0.090531,201.06,0,COMPLETE
OBS-03759-SCN-04-076-P09,SCN-04-076,9,PLANT-04,scrap_spike,LMO,395.254,2175.529,859887.011,2181.683,2553.525,178.987,0.0,409.231,161750.218,0.821589,0.436664,0.23351,0.329826,0.83528,1143.279,0.317362,30.174,0.553545,B,remanufacture,0.842244,0.812285,0.147321,0.307363,95438.347,0.127867,0.957806,108.562,1,0.982141,384.016,0.457808,0.096222,190.609,0,COMPLETE
OBS-03760-SCN-04-076-P10,SCN-04-076,10,PLANT-04,scrap_spike,LMO,395.254,2348.504,928256.178,2340.755,2588.87,215.831,0.0,594.465,234964.685,0.934687,0.508755,0.175477,0.315767,0.849825,856.31,0.144844,23.823,0.658817,A,recycle,0.902181,0.816682,0.162605,0.289612,165917.777,0.123757,0.925814,480.492,1,0.990667,277.855,0.221162,0.093494,158.247,0,COMPLETE
OBS-03761-SCN-04-077-P01,SCN-04-077,1,PLANT-05,scrap_spike,NMC622,406.439,3343.81,1359055.887,3397.446,3848.518,440.991,0.0,924.664,375819.848,0.825784,0.459036,0.245681,0.295283,0.733037,813.02,0.191012,21.845,0.546637,B,disposal,0.850337,0.828314,0.144839,0.327208,225675.965,0.274066,0.936167,439.237,1,0.980167,266.926,0.265955,0.103556,372.353,0,COMPLETE
OBS-03762-SCN-04-077-P02,SCN-04-077,2,PLANT-05,scrap_spike,NMC622,406.439,3676.218,1494159.784,3741.849,4202.394,415.089,0.0,576.226,234201.091,0.918144,0.565277,0.216612,0.218112,0.821039,1147.065,0.012197,20.279,0.691131,A,remanufacture,0.935533,0.828681,0.185776,0.324782,163795.834,0.384732,0.908707,293.239,1,0.984772,317.769,0.594709,0.086754,318.276,0,COMPLETE
